day,preamp,n_points,temp_C_mean,mean_abs_resid_keV,rms_resid_keV,mean_formal_err_keV,extra_sigma_keV,redchi2_base_naive
feb26,0,2,22.4,9.508221809108989,11.70914943266554,5.641835803792943,10.26030551199777,2.842786457406297
mar3,0,3,22.0,9.838861546196902,15.275663358218772,4.849380546624319,14.485489268493806,4.901897652958359
mar5,0,3,21.899999999999995,6.093704229121588,8.671232116191963,9.366775831555787,0.0,0.6748115117817631
feb26,100,2,22.4,0.9771278023896457,1.35770541181357,18.751697461848163,0.0,0.004936390529741866
mar3,100,2,22.5,6.550454376078278,6.857200555849363,18.712100977554037,0.0,0.13013316281689766
mar5,100,2,21.9,5.720025272684097,6.0312809761659665,18.718196131211734,0.0,0.10037102759154856
