file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept,day,preamp,product,is_overnight_co57,center_keV,center_keV_err,cal_slope_keV_per_ADC,cal_slope_err,cal_offset_keV,cal_offset_err,cal_extra_sigma_keV,day_check,preamp_check,sigma_keV,sigma_keV_err,fwhm_keV,fwhm_keV_err,resolution_percent,fit_xmin_keV,fit_xmax_keV,theoretical_minus_fit_keV
data/mar_3/co60/Co_22.5C_mar3_run1.csv,1,1,2,1173.228,0.003,647,648.2071430826014,0.2267573642180706,14.702265800242213,0.2911700394659635,4.420823538316338,0.064847884,162.92111894204896,593,786,-0.003942177,3.047771284241459,mar3,0,Co60,False,850.1428795551548,14.935783002074196,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,14.485489268493806,mar3,0,19.371294405869588,0.38961457011803213,45.61591236453807,0.9174721995380001,5.365675989476855,777.4034911853416,1031.6948957300233,323.0851204448453
data/mar_3/co60/Co_22.5C_mar3_run1.csv,1,2,2,1332.494,0.002,735,733.3185142734274,0.2855005352294211,16.413740654756673,0.3993507086412913,3.772539406790415,0.065165316,155.21414118002087,593,786,-0.003942177,3.047771284241459,mar3,0,Co60,False,962.2832428859261,15.021450645570072,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,14.485489268493806,mar3,0,21.626285828653973,0.5316190495265638,50.92601136821381,1.251867194129,5.292205984537842,777.4034911853416,1031.6948957300233,370.2107571140738
data/mar_3/cs137/Cs_22.5C_mar3_run1.csv,1,1,1,34.55,2.75,27,27.42869001044449,0.097690157,3.291692900122333,0.1356171071988387,4.499232399391088,0.1331858231894457,37.12339372,20,38,0.1896669911839546,-4.113273848,mar3,0,Cs137,False,32.22254410026598,14.63000463218865,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,14.485489268493806,mar3,0,4.337042543532977,0.1793324140864708,10.21295471752924,0.42229556340906177,31.695060097520162,22.434709816934497,46.15100661384781,2.3274558997340193
data/mar_3/cs137/Cs_22.5C_mar3_run1.csv,2,1,1,661.657,0.003,503,505.10590869487305,0.1830043262623949,14.80907672376665,0.208049193,28.712067463978663,0.3114466078843509,1065.8163620666394,435,572,-0.006383293,3.5058504460344584,mar3,0,Cs137,False,661.5966936249312,14.81612826293984,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,14.485489268493806,mar3,0,19.512025492728363,0.2825435213226411,45.947308748827744,0.6653391475954401,6.944912087918618,569.2271081902137,749.7344782556095,0.06030637506887615
data/mar_3/cs137/Cs_22.5C_mar3_run1.csv,3,1,1,1323.314,0.004242641,982,986.8763056932096,6.3664996585675375,32.07217504,9.725614472596185,0.066657918,0.030152946,5.358831401436502,925,1023,-0.000307964,0.298173873,mar3,0,Cs137,False,1296.363900468226,17.469757251572858,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,14.485489268493806,mar3,0,42.25740123173306,12.815055889041673,99.5085754700927,30.177150485310626,7.6759755061176715,1214.837409883965,1343.9594702227153,26.950099531774185
data/mar_3/na22/Na_22.5C_mar3_run1.csv,1,1,1,511.006,,296,294.5077745845487,0.048614565,9.612080097,0.058275113,4.245071881677427,0.018741688,102.28038728647968,259,330,-0.001025131,0.3989071730785964,mar3,0,Na22,False,384.1184795451197,14.692277432441454,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,14.485489268493806,mar3,0,12.66460802311974,0.08871818128530212,29.822872834910186,0.2089153516465733,7.763977632689525,337.33442839817235,430.88204354155266,126.88752045488025
data/mar_3/na22/Na_22.5C_mar3_run1.csv,2,1,1,1274.537,0.008,703,703.3231096998173,0.3460808131833976,16.32090382617671,0.4480132933832187,0.5987252924201418,0.01168395,24.494114552250323,617,752,-0.000297577,0.2300966317191075,mar3,0,Na22,False,922.7621363630802,14.99296536715945,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,14.485489268493806,mar3,0,21.503966618638053,0.5950945302190008,50.63797164057976,1.4013405284295612,5.487651654212996,809.0252202478928,986.8974462247426,351.7748636369198
data/mar_5/co60/Co_22.0C_mar5_run1.csv,1,1,2,1173.228,0.003,647,649.0855938097156,0.2208411176151332,14.80070945880782,0.2933960118966536,5.957421275705214,0.086053421,221.01959545804127,597,785,-0.005553987,4.263616359170711,mar5,0,Co60,False,851.3003016754717,3.6425244131794323,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,0.0,mar5,0,19.501001018331582,0.3925818897869681,45.92134809553262,0.9244597033743333,5.394259582094982,782.6737793624335,1030.3773236857503,321.92769832452836
data/mar_5/co60/Co_22.0C_mar5_run1.csv,1,2,2,1332.494,0.002,732,734.2449163576334,0.2826741669477622,16.620019635604088,0.4096547119161231,5.035720039722596,0.087157164,209.78916011453663,597,785,-0.005553987,4.263616359170711,mar5,0,Co60,False,963.5038443738323,3.9800580180353418,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,0.0,mar5,0,21.898073247139646,0.5451933287370261,51.56602182924267,1.2838321789102234,5.351926941480416,782.6737793624335,1030.3773236857503,368.9901556261676
data/mar_5/cs137/Cs_21.9C_mar5_run1.csv,1,1,1,34.55,2.75,26,26.451463158610228,0.1139220176958003,3.538816699523448,0.1636837221907199,6.282100089536319,0.2538722096188787,55.72535626597133,20,37,0.2773077559310564,-6.316291026,mar5,0,Cs137,False,30.93497731937627,2.0524310666479333,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,0.0,mar5,0,4.662645953098405,0.21628499864473968,10.979692153094254,0.5093122502414308,35.4928081560838,22.434709816934497,44.83343456957485,3.615022680623728
