file,day,preamp,feature_label,center_ADC,center_ADC_err,center_keV,center_keV_err,sigma_ADC,sigma_ADC_err,sigma_keV,sigma_keV_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,gaussian_area_counts_err,fit_xmin,fit_xmax,background_slope,background_slope_err,background_intercept,background_intercept_err,fit_chi2,fit_redchi2,calibration_slope_keV_per_ADC,calibration_slope_err,calibration_offset_keV,calibration_offset_err,calibration_extra_sigma_keV,compton_region_length_ADC,compton_region_length_ADC_err,compton_region_length_keV,compton_region_length_keV_err,compton_region_slope_counts_per_s_per_ADC,compton_region_slope_err_per_ADC,compton_region_slope_counts_per_s_per_keV,compton_region_slope_err_per_keV,compton_region_intercept,compton_region_intercept_err,compton_region_redchi2,compton_region_average_drop_per_ADC,compton_region_average_drop_per_keV,compton_region_average_drop_per_keV_err
data/thickness_effects_behind/Al thickness/Al_16cmpmt_2.3cmthick.csv,feb26,0,backscatter_peak,138.70520858366137,2.9440836185921646,178.83737415635755,4.430949746882427,6.6407437993078755,3.6485822904388825,8.749658383147073,4.807368098226481,7.301340014636617,2.8652536941882474,121.53720177276666,82.05935445428943,115.83000000000004,159.39000000000004,0.1160983007530879,0.09126744410278033,23.927836245209754,12.248523714214357,29.9168112440763,0.7670977242070846,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,0.0,206.80479141633566,357.41648188656,272.48021179186486,470.93397694355474,-0.05853642053665699,0.002871904320555025,-0.044427491301970864,0.0021852638238547186,48.686966963315214,0.7312913899657532,0.17046995637492313,-0.05853642053665701,-0.04442749130197088,0.0021852638238547186
data/thickness_effects_behind/Al thickness/Al_16cmpmt_2.3cmthick.csv,feb26,0,compton_edge,345.50999999999704,357.4043562910397,451.3175859482224,470.91313139921374,38.745936142026046,370.8610524093238,51.0505622899189,488.6361878097834,49.84571524352461,1308.367274104099,4841.098561515825,135255.74494766153,284.79,345.51000000000005,-0.6680292686391163,13.109433030584475,206.90885495701053,3218.3293883684605,3.0141991450780545,0.05382498473353669,1.317572044272962,0.0046240263694646,-3.916731068524743,2.043277475970123,0.0,206.80479141633566,357.41648188656,272.48021179186486,470.93397694355474,-0.05853642053665699,0.002871904320555025,-0.044427491301970864,0.0021852638238547186,48.686966963315214,0.7312913899657532,0.17046995637492313,-0.05853642053665701,-0.04442749130197088,0.0021852638238547186
