file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,1,11,,,35.0,35.50623243327817,0.40753056780248886,3.8684255609989164,0.4394057732670628,10.843424365421432,1.0166357243731117,105.14548606316154,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,2,11,,,128.0,129.3920195257958,0.3699234556876103,13.940951264285657,0.4159710804283848,25.975883791566993,0.5648328783697878,907.7216123109188,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,3,11,,,182.0,182.40282190826196,0.8626438864650269,15.38491673809877,0.9931757002611078,11.772506451667956,0.5603113078960444,453.9980855761701,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,4,11,,,224.0,274.016166556445,29.878169292539848,27.547220366865897,15.405907897859565,2.696007920470195,1.7224738521594376,186.16107628721926,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,5,11,,,251.0,255.96842617109886,0.399880988990515,0.5000000000000001,0.21401568041691205,6.942449750053245,2.197701678669827,8.701070419344195,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,6,11,,,289.0,287.0884830671402,3.534957835000159,8.78303583075855,5.15729945220456,3.6678399753443056,2.7276705994722925,80.75045315458095,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,7,11,,,326.0,326.7879855298845,1.279646738707968,10.431749323365613,1.3175332292011834,13.91126579525195,1.8538004873018694,363.7589813763384,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,8,11,,,404.0,408.2950302045092,11.889949083752315,12.60814452864825,8.563324143080106,2.5427272731085755,1.310962252833968,80.36017873069098,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,9,11,,,443.0,439.60414195782255,16.981957756752152,13.536456836529943,12.995525445700416,1.8933178094556793,0.9353722619435351,64.24191183682366,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,10,11,,,505.0,523.4855227432487,2.277937247328303,32.97294418768841,3.095820456986632,9.596886697479713,0.9276565608782954,793.1914590079421,23.0,576.0,-0.03996323971759536,21.387483420731385
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,11,11,,,541.0,507.869909829489,2.929181618748447,8.01554907184142,3.6133843207008933,2.491422194517718,0.9033500621933398,50.05765956603253,23.0,576.0,-0.03996323971759536,21.387483420731385
