file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,1,11,,,42.0,46.332995052017594,1.294519838001852,6.887394429671517,1.7426699689208547,2.2024216402923757,0.3990150457756246,38.02291028635539,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,2,11,,,139.0,117.50002885838943,1.5662514870959776,47.44506160204128,2.843529370741477,11.119659874019314,1.3750708357648709,1322.4292676768341,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,3,11,,,193.0,196.7916035573583,1.1144349050342695,9.799243119643586,1.341394734001264,2.549590356548873,0.27820015493010186,62.625740581271955,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,4,11,,,257.0,255.93574701754346,0.4516560997618485,0.5000000000000001,0.24639356642232305,2.269079006452696,0.8273806149730383,2.843868797472973,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,5,11,,,285.0,285.8214646492566,13.635885981725215,55.55086806570403,26.09884560403648,3.87384881840507,3.0326858119496958,539.4155375087455,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,6,11,,,334.0,333.1297074082015,0.9757583838643905,8.72557067663807,1.2133253271562283,3.4860307329429867,0.3973158238435304,76.24563510946734,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,7,11,,,372.0,380.29062643294156,15.50977697378401,10.542459122353154,14.343694534395478,0.8141109955309043,1.729837047827561,21.513718432667705,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,8,11,,,410.0,410.69476078297004,18.301931867915428,14.232960714710863,21.005283612371503,1.6412273257636267,1.758688472904242,58.553643469421985,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,9,11,,,440.0,444.6604582352809,30.494056806308777,17.033539558814027,39.671126641314096,1.3525679700060582,5.0352650377404675,57.75025900964955,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,10,11,,,505.0,516.7273541142545,19.513546329461825,26.476445649836336,32.11427534979226,2.883761728018083,9.215394729438279,191.38548208558015,30.0,585.0,-0.009260510755339482,4.645310117730708
data/mystery/mystery_10cmdistance_angle90_preamp100.csv,1,11,11,,,547.0,542.1616995917333,308.5602279752909,58.23240331706128,184.98197836587744,1.4783272089461466,8.839637629027711,215.78697093552876,30.0,585.0,-0.009260510755339482,4.645310117730708
