file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,1,11,,,36.0,35.80161504178778,0.40698002781313813,3.9212127713998637,0.43964915940099664,10.911816876386565,1.0085460484219462,107.25249690709369,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,2,11,,,133.0,129.70121933439947,0.37326178745432675,13.959427116752314,0.4197098217855071,25.83973071380438,0.5641004781027624,904.1604646489183,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,3,11,,,184.0,182.7653320376264,0.845074971392957,15.376406956087278,1.028550765154612,11.879001452029348,0.5789923303506994,457.85159791676716,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,4,11,,,231.0,229.34796265559615,5.042142905010086,8.053870581561501,5.813549730821971,1.5221577453968334,0.745985079795543,30.72941146727227,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,5,11,,,259.0,257.22900986908076,3.266112279179954,7.610184986891243,3.7367955263323966,2.9699731158666585,0.8309975306989577,56.65492460487244,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,6,11,,,284.0,285.850750138868,1.9746117584439007,11.588691534619244,2.612905748348961,6.052859986196547,0.7257037444474503,175.8267567220222,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,7,11,,,324.0,326.73459830563075,0.6095141752398373,10.707240091477862,0.7423140856775764,14.271688019703154,0.6884111640107538,383.03884457637724,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,8,11,,,404.0,408.02409249805237,15.41515656084348,13.125860623360524,9.48157721966293,2.513408539952594,2.074813126777822,82.69529655213586,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,9,11,,,438.0,442.4717939421549,18.313908293764488,16.09428371236108,31.740879087964576,2.167250481084707,5.108328569844678,87.43205679586084,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,10,11,,,505.0,514.9820635867848,14.57915064582376,25.35774744825607,49.40812698784703,9.25758230535073,72.50840001016559,588.4345821764269,23.0,585.0,-0.039520108246478884,21.01698176614735
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,11,11,,,534.0,567.5459244200191,680.1892373037196,43.001317858384446,638.6917843644046,3.2564842976496604,18.902246391688255,351.0109689130056,23.0,585.0,-0.039520108246478884,21.01698176614735
