file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,1,11,,,49.0,46.95919500507849,0.33041330135326613,9.348778425795217,0.6648244949096416,11.603111292213098,0.7395544313677396,271.906292839131,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,2,11,,,94.0,83.93744785905311,8.340047171384535,6.570062895711272,11.124534125822041,0.2871211209725139,0.41678451511607073,4.728513161298324,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,3,11,,,119.0,177.7473164477369,1.8696022210102492,69.86329258157315,4.4821286033583405,13.673260751186973,1.2194046477691403,2394.4792601152576,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,4,11,,,173.0,174.86982365777163,0.2056663371292624,9.742703334908967,0.25668867108093923,14.032202513931201,0.2958069219432658,342.68512751025156,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,5,11,,,248.0,252.55636557723977,0.48329703395293994,11.207326986370644,0.6220213885814828,6.470012217180805,0.2924807315048992,181.75948272716045,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,6,11,,,381.0,387.03698458218634,3.5154252944449182,61.030929449953945,4.852047519538574,6.915510837387717,0.8710519700842687,1057.94766501637,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,7,11,,,435.0,440.22232553075213,0.42943956681844736,12.722792696824596,0.6044576057704298,8.421350632476372,0.34853558967888143,268.5679196911835,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,8,11,,,550.0,550.1255078123999,11.28341062107925,31.042372204976694,10.237659465091847,3.3163643062296293,0.8548360267274465,258.0519042947491,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,9,11,,,590.0,602.0818086641289,12.91835611151336,20.64437899084487,11.6055127700599,1.3211391003215374,1.2800464514499312,68.36602091715443,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,10,11,,,681.0,678.5983947427565,3.4677858455827213,10.198676911516966,4.379790140469978,1.0452814692353645,0.3840485555564362,26.721880607891965,29.0,775.0,-0.009846743646392406,7.307221893370406
data/mystery/mystery_10cmdistance_angle0_preamp0.csv,1,11,11,,,728.0,696.6524751867971,2.5262702474122145,42.895949793823,4.999605434463225,7.19680826796043,0.7514771855200735,773.8310560303605,29.0,775.0,-0.009846743646392406,7.307221893370406
