file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept
data/Co57_runs_overnight/Co57_22.2C_preamp0_feb25_overnight.csv,1,1,1,14.4136,0.0003,9.0,9.417134347867623,0.131459762531043,0.6041461297572431,0.30285593484030465,0.015128192579130877,0.004873827399401369,0.022909677529560094,7.0,20.0,-0.00020143877091303633,0.004039808164106043
data/Co57_runs_overnight/Co57_22.2C_preamp0_feb25_overnight.csv,2,1,1,122.06,0.01,101.0,103.61171013300846,0.017590304902200964,4.345673735677099,0.021927996406736466,1.9670428288068182,0.007003321583949291,21.4269752243264,88.0,117.0,0.003460573020449721,-0.15659998449893442
