file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept
data/feb_26/cs137/Cs_22.4C_feb26_run1.csv,1,1,1,661.657,0.003,504.0,503.19080252323846,0.18624291466710713,15.472963432055181,0.21477944605057292,91.29322119979422,0.9631750534035344,3540.8046291747914,439.0,573.0,-0.017187755423703262,9.949679677375102
data/feb_26/cs137/Cs_22.4C_feb26_run1.csv,2,1,1,1323.314,0.004242640687,993.0,1008.1943561542303,34.1832124650404,40.96999386821914,37.21810224175251,0.5658125710560575,1.2439946836109876,58.10699618852615,923.0,1023.0,-0.004327470703845672,4.130032251029869
