file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept,energy_keV,energy_err_keV,sigma_keV,sigma_err_keV,fit_xmin_keV,fit_xmax_keV
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,1,11,,,35,35.50623243327817,0.4075305678024888,3.868425560998917,0.4394057732670628,10.843424365421432,1.0166357243731117,105.14548606316154,23,576,-0.03996324,21.387483420731385,49.08425859244859,13.280639989459605,7.063480707458011,0.8057125056931888,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,2,11,,,128,129.3920195257958,0.3699234556876103,13.940951264285657,0.4159710804283848,25.97588379,0.5648328783697878,907.7216123109188,23,576,-0.03996324,21.387483420731385,220.51328969968418,13.487529370668277,25.45522428857761,0.8047604281401293,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,3,11,,,182,182.4028219,0.8626438864650269,15.38491673809877,0.9931757002611078,11.772506451667956,0.5603113078960444,453.9980855761701,23,576,-0.03996324,21.387483420731385,317.3073920942437,13.782411023203961,28.091806563636474,1.837073103821235,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,4,11,,,224,274.0161666,29.878169292539848,27.547220366865897,15.405907897859564,2.696007920470195,1.7224738521594376,186.1610762872193,23,576,-0.03996324,21.387483420731385,484.5870986907052,56.382593230847284,50.2993418219496,28.135044457724273,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,5,11,,,251,255.96842617109888,0.399880989,0.5000000000000001,0.21401568,6.942449750053245,2.197701678669827,8.701070419344195,23,576,-0.03996324,21.387483420731385,451.6331580441558,14.133155133964388,0.9129658301650321,0.39089442764778104,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,6,11,,,289,287.0884830671402,3.534957835000159,8.783035831,5.157299452,3.6678399753443056,2.7276705994722925,80.75045315458095,23,576,-0.03996324,21.387483420731385,508.4562552019105,15.717077686034122,16.03722319763627,9.418367211337353,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,7,11,,,326,326.7879855298845,1.279646738707968,10.431749323365612,1.3175332292011834,13.91126579525195,1.8538004873018687,363.7589813763384,23,576,-0.03996324,21.387483420731385,580.9448336479867,14.822128253433643,19.04766136215999,2.413944576424122,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,8,11,,,404,408.2950302045092,11.889949083752317,12.60814452864825,8.563324143080106,2.5427272731085755,1.310962252833968,80.36017873069098,23,576,-0.03996324,21.387483420731385,729.7711270593209,26.596617199667985,23.021610272876107,15.63789495537834,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,9,11,,,443,439.60414195782255,16.981957756752152,13.536456836529943,12.995525445700416,1.8933178094556795,0.9353722619435352,64.24191183682366,23,576,-0.03996324,21.387483420731385,786.9394254665078,34.74476595459907,24.71664510651136,23.73034677874391,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,10,11,,,505,523.4855227432487,2.277937247328303,32.97294418768841,3.095820456986632,9.596886697479713,0.9276565608782954,793.1914590079421,23,576,-0.03996324,21.387483420731385,940.1010943548192,17.1001910816734,60.206342726596425,5.687654983398298,26.24873284107929,1035.9889410036044
data/mystery/mystery_10cmdistance_angle0_preamp100.csv,1,11,11,,,541,507.8699098,2.929181618748447,8.015549072,3.613384320700893,2.491422194517718,0.9033500621933398,50.05765956603253,23,576,-0.03996324,21.387483420731385,911.5880522862816,17.25862188526957,14.635844825494063,6.59956497360207,26.24873284107929,1035.9889410036044
