file,group_id,peak_in_group,n_peaks_in_group,theoretical_energy_keV,theoretical_energy_keV_err,clicked_center_ADC,center_ADC,center_ADC_err,sigma_ADC,sigma_ADC_err,amplitude_counts_per_s,amplitude_counts_per_s_err,gaussian_area_counts,fit_xmin,fit_xmax,background_slope,background_intercept,energy_keV,energy_err_keV,sigma_keV,sigma_err_keV,fit_xmin_keV,fit_xmax_keV
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,1,11,,,36,35.80161504178778,0.4069800278131381,3.921212771399864,0.4396491594009966,10.911816876386563,1.0085460484219462,107.25249690709369,23,585,-0.039520108,21.01698176614735,49.623607049237165,13.280872364382436,7.159866546189605,0.8062478752981772,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,2,11,,,133,129.70121933439947,0.3732617874543267,13.959427116752314,0.4197098217855071,25.83973071380438,0.5641004781027624,904.1604646489184,23,585,-0.039520108,21.01698176614735,221.07786741958162,13.488917007202007,25.488959932548067,0.8113222570722962,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,3,11,,,184,182.7653320376264,0.845074971,15.376406956087278,1.028550765154612,11.879001452029348,0.5789923303506994,457.8515979167672,23,585,-0.039520108,21.01698176614735,317.9693108317264,13.780530135360893,28.076268283239184,1.9008386444338015,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,4,11,,,231,229.3479626555961,5.042142905010086,8.053870581561501,5.813549730821971,1.5221577453968334,0.74598508,30.72941146727227,23,585,-0.039520108,21.01698176614735,403.02601089853783,16.711425836235147,14.705817283074047,10.616256626823143,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,5,11,,,259,257.2290098690808,3.266112279179954,7.610184986891243,3.7367955263323966,2.9699731158666585,0.8309975306989577,56.65492460487244,23,585,-0.039520108,21.01698176614735,453.9348977287969,15.33017058655574,13.89567770853325,6.824677967198517,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,6,11,,,284,285.8507501,1.974611758443901,11.588691534619244,2.612905748348961,6.052859986196547,0.7257037444474503,175.8267567220222,23,585,-0.039520108,21.01698176614735,506.19623939017504,14.76842291752574,21.16015877486027,4.7761078786889115,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,7,11,,,324,326.73459830563075,0.6095141752398373,10.707240091477862,0.7423140856775764,14.271688019703154,0.6884111640107538,383.0388445763773,23,585,-0.039520108,21.01698176614735,580.8473522249647,14.678622118897273,19.550688677784795,1.3707230605000575,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,8,11,,,404,408.0240924980524,15.41515656084348,13.125860623360524,9.48157722,2.513408539952594,2.074813126777822,82.69529655213586,23,585,-0.039520108,21.01698176614735,729.2764133231242,32.065871681270394,23.966924481273686,17.314523194915385,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,9,11,,,438,442.4717939421549,18.313908293764488,16.09428371236108,31.740879087964576,2.167250481084707,5.108328569844678,87.43205679586084,23,585,-0.039520108,21.01698176614735,792.1755620155085,36.94401089820769,29.387062180734567,57.95748949360936,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,10,11,,,505,514.9820635867848,14.57915064582376,25.35774744825607,49.40812698784703,9.257582305,72.50840001016559,588.4345821764269,23,585,-0.039520108,21.01698176614735,924.5743590587082,31.313808238922658,46.301513900424645,90.21716059611819,26.24873284107929,1052.422325946575
data/mystery/mystery_10cmdistance_angle180_preamp100.csv,1,11,11,,,534,567.5459244200191,680.1892373037196,43.001317858384446,638.6917843644046,3.2564842976496604,18.90224639168825,351.0109689130056,23,585,-0.039520108,21.01698176614735,1020.5523767432941,1242.0968596989017,78.51746771354073,1166.2078388504697,26.24873284107929,1052.422325946575
